0.310938, 1.812
0.722175, 0.525915
0.584854, 0.955366
0.401194, 1.52974
0.572874, 0.992832
0.398957, 1.53673
0.561237, 1.02922
0.39752, 1.54123
0.55064, 1.06237
0.397329, 1.54182
0.541453, 1.0911
0.398402, 1.53847
0.533726, 1.11526
0.400498, 1.53191
0.527284, 1.13541
0.403284, 1.5232
0.521861, 1.15237
0.40645, 1.5133
0.5172, 1.16694
0.409759, 1.50295
0.5131, 1.17977
0.413055, 1.49264
0.509423, 1.19127
0.416244, 1.48267
0.50608, 1.20172
0.419277, 1.47319
0.503012, 1.21132
0.422133, 1.46425
0.500183, 1.22016
0.424807, 1.45589
0.497565, 1.22835
0.427301, 1.44809
0.49514, 1.23593
0.429623, 1.44083
0.49289, 1.24297
0.431782, 1.43408
0.490803, 1.2495
0.433789, 1.4278
0.488865, 1.25556
0.435654, 1.42197
0.487065, 1.26119
0.437388, 1.41655
0.485393, 1.26642
0.438999, 1.41151
0.483839, 1.27128
0.440496, 1.40682
0.482395, 1.27579
0.441889, 1.40247
0.481051, 1.28
0.443185, 1.39842
0.479801, 1.2839
0.444391, 1.39464
0.478637, 1.28754
0.445514, 1.39113
0.477554, 1.29093
0.446559, 1.38786
0.476544, 1.29409
0.447534, 1.38481
0.475603, 1.29703
0.448443, 1.38197
0.474726, 1.29978
0.44929, 1.37932
0.473907, 1.30234
0.450081, 1.37685
0.473143, 1.30473
0.450819, 1.37454
0.47243, 1.30696
0.451508, 1.37239
0.471764, 1.30904
0.452152, 1.37037
0.471141, 1.31099
0.452754, 1.36849
0.47056, 1.31281
0.453316, 1.36673
0.470016, 1.31451
0.453842, 1.36509
0.469507, 1.3161
0.454335, 1.36355
0.469031, 1.31759
0.454795, 1.36211
0.468585, 1.31898
0.455226, 1.36076
0.468168, 1.32028
0.45563, 1.3595
0.467777, 1.32151
0.456008, 1.35831
0.467412, 1.32265
0.456362, 1.35721
0.467069, 1.32372
0.456694, 1.35617
0.466748, 1.32473
0.457005, 1.3552
0.466446, 1.32567
0.457296, 1.35428
0.466164, 1.32655
0.45757, 1.35343
0.465899, 1.32738
0.457826, 1.35263
0.465651, 1.32816
0.458067, 1.35188
